Region,District,Local Government,Locality,Postcode,SA1,Electors,LG Sort Name,
South Metropolitan,Jandakot,City of Armadale,Forrestdale,6112,5111303,130,Armadale,
South Metropolitan,Jandakot,City of Armadale,Piara Waters,6112,5111311,314,Armadale,
South Metropolitan,Jandakot,City of Armadale,Harrisdale,6112,5111312,559,Armadale,
South Metropolitan,Jandakot,City of Armadale,Piara Waters,6112,5111313,1016,Armadale,
South Metropolitan,Jandakot,City of Armadale,Piara Waters,6112,5111314,176,Armadale,
South Metropolitan,Jandakot,City of Armadale,Harrisdale,6112,5111315,261,Armadale,
South Metropolitan,Jandakot,City of Armadale,Harrisdale,6112,5111316,444,Armadale,
South Metropolitan,Jandakot,City of Armadale,Piara Waters,6112,5111317,307,Armadale,
South Metropolitan,Jandakot,City of Armadale,Harrisdale,6112,5111318,465,Armadale,
South Metropolitan,Jandakot,City of Armadale,Harrisdale,6112,5111319,205,Armadale,
South Metropolitan,Jandakot,City of Armadale,Harrisdale,6112,5111320,297,Armadale,
South Metropolitan,Jandakot,City of Armadale,Harrisdale,6112,5111321,55,Armadale,
South Metropolitan,Jandakot,City of Armadale,Piara Waters,6112,5111322,287,Armadale,
South Metropolitan,Jandakot,City of Armadale,Piara Waters,6112,5111323,216,Armadale,
South Metropolitan,Jandakot,City of Armadale,Harrisdale,6112,5111324,540,Armadale,
South Metropolitan,Jandakot,City of Armadale,Piara Waters,6112,5111325,732,Armadale,
South Metropolitan,Jandakot,City of Armadale,Harrisdale,6112,5111326,279,Armadale,
South Metropolitan,Jandakot,City of Armadale,Harrisdale,6112,5111327,301,Armadale,
South Metropolitan,Jandakot,City of Armadale,Piara Waters,6112,5111328,129,Armadale,
South Metropolitan,Jandakot,City of Armadale,Piara Waters,6112,5111329,792,Armadale,
South Metropolitan,Jandakot,City of Armadale,Piara Waters,6112,5111330,721,Armadale,
South Metropolitan,Jandakot,City of Armadale,Harrisdale,6112,5111331,481,Armadale,
South Metropolitan,Jandakot,City of Armadale,Harrisdale,6112,5111332,398,Armadale,
South Metropolitan,Jandakot,City of Armadale,Harrisdale,6112,5111333,312,Armadale,
South Metropolitan,Jandakot,City of Armadale,Piara Waters,6112,5111334,304,Armadale,
South Metropolitan,Jandakot,City of Armadale,Piara Waters,6112,5111335,612,Armadale,
South Metropolitan,Jandakot,City of Armadale,Harrisdale,6112,5111336,269,Armadale,
South Metropolitan,Jandakot,City of Armadale,Harrisdale,6112,5111337,401,Armadale,
East Metropolitan,Armadale,City of Armadale,Kelmscott,6111,5111401,25,Armadale,
East Metropolitan,Darling Range,City of Armadale,Kelmscott,6111,5111401,239,Armadale,
East Metropolitan,Darling Range,City of Armadale,Kelmscott,6111,5111402,331,Armadale,
East Metropolitan,Armadale,City of Armadale,Kelmscott,6111,5111403,240,Armadale,
East Metropolitan,Darling Range,City of Armadale,Kelmscott,6111,5111404,219,Armadale,
East Metropolitan,Darling Range,City of Armadale,Kelmscott,6111,5111405,365,Armadale,
East Metropolitan,Darling Range,City of Armadale,Kelmscott,6111,5111406,345,Armadale,
East Metropolitan,Darling Range,City of Armadale,Kelmscott,6111,5111407,331,Armadale,
East Metropolitan,Darling Range,City of Armadale,Kelmscott,6111,5111408,165,Armadale,
East Metropolitan,Darling Range,City of Armadale,Kelmscott,6111,5111409,308,Armadale,
East Metropolitan,Armadale,City of Armadale,Armadale,6112,5111410,1,Armadale,
East Metropolitan,Armadale,City of Armadale,Kelmscott,6111,5111410,279,Armadale,
East Metropolitan,Armadale,City of Armadale,Kelmscott,6111,5111411,300,Armadale,
East Metropolitan,Armadale,City of Armadale,Kelmscott,6111,5111412,267,Armadale,
East Metropolitan,Armadale,City of Armadale,Kelmscott,6111,5111413,245,Armadale,
East Metropolitan,Armadale,City of Armadale,Kelmscott,6111,5111414,347,Armadale,
East Metropolitan,Armadale,City of Armadale,Kelmscott,6111,5111415,298,Armadale,
East Metropolitan,Armadale,City of Armadale,Kelmscott,6111,5111416,270,Armadale,
East Metropolitan,Armadale,City of Armadale,Kelmscott,6111,5111417,346,Armadale,
East Metropolitan,Armadale,City of Armadale,Armadale,6112,5111419,17,Armadale,
East Metropolitan,Armadale,City of Armadale,Kelmscott,6111,5111419,253,Armadale,
East Metropolitan,Armadale,City of Armadale,Seville Grove,6112,5111419,3,Armadale,
East Metropolitan,Darling Range,City of Armadale,Kelmscott,6111,5111420,239,Armadale,
East Metropolitan,Darling Range,City of Armadale,Kelmscott,6111,5111421,318,Armadale,
East Metropolitan,Armadale,City of Armadale,Kelmscott,6111,5111422,194,Armadale,
East Metropolitan,Darling Range,City of Armadale,Kelmscott,6111,5111423,240,Armadale,
East Metropolitan,Armadale,City of Armadale,Kelmscott,6111,5111424,4,Armadale,
East Metropolitan,Darling Range,City of Armadale,Kelmscott,6111,5111424,175,Armadale,
East Metropolitan,Armadale,City of Armadale,Kelmscott,6111,5111425,325,Armadale,
East Metropolitan,Armadale,City of Armadale,Kelmscott,6111,5111426,248,Armadale,
East Metropolitan,Darling Range,City of Armadale,Bedfordale,6112,5111501,115,Armadale,
East Metropolitan,Armadale,City of Armadale,Armadale,6112,5111503,2,Armadale,
East Metropolitan,Armadale,City of Armadale,Mt Richon,6112,5111503,243,Armadale,
East Metropolitan,Darling Range,City of Armadale,Mt Richon,6112,5111504,226,Armadale,
East Metropolitan,Darling Range,City of Armadale,Wungong,6112,5111504,81,Armadale,
East Metropolitan,Darling Range,City of Armadale,Bedfordale,6112,5111506,480,Armadale,
East Metropolitan,Armadale,City of Armadale,Mt Richon,6112,5111507,443,Armadale,
East Metropolitan,Darling Range,City of Armadale,Bedfordale,6112,5111508,352,Armadale,
East Metropolitan,Armadale,City of Armadale,Mt Nasura,6112,5111510,233,Armadale,
East Metropolitan,Armadale,City of Armadale,Mt Nasura,6112,5111511,381,Armadale,
East Metropolitan,Armadale,City of Armadale,Mt Nasura,6112,5111512,275,Armadale,
East Metropolitan,Armadale,City of Armadale,Mt Nasura,6112,5111513,221,Armadale,
East Metropolitan,Armadale,City of Armadale,Mt Nasura,6112,5111514,375,Armadale,
East Metropolitan,Armadale,City of Armadale,Mt Nasura,6112,5111515,287,Armadale,
East Metropolitan,Armadale,City of Armadale,Mt Nasura,6112,5111516,294,Armadale,
East Metropolitan,Darling Range,City of Armadale,Bedfordale,6112,5111517,507,Armadale,
East Metropolitan,Darling Range,City of Armadale,Bedfordale,6112,5111518,120,Armadale,
East Metropolitan,Armadale,City of Armadale,Mt Richon,6112,5111519,222,Armadale,
East Metropolitan,Darling Range,City of Armadale,Bedfordale,6112,5111520,533,Armadale,
East Metropolitan,Armadale,City of Armadale,Mt Richon,6112,5111521,290,Armadale,
East Metropolitan,Darling Range,City of Armadale,Roleystone,6111,5111601,177,Armadale,
East Metropolitan,Darling Range,City of Armadale,Roleystone,6111,5111602,170,Armadale,
East Metropolitan,Darling Range,City of Armadale,Roleystone,6111,5111603,368,Armadale,
East Metropolitan,Darling Range,City of Armadale,Roleystone,6111,5111604,217,Armadale,
East Metropolitan,Darling Range,City of Armadale,Bedfordale,6112,5111605,10,Armadale,
East Metropolitan,Darling Range,City of Armadale,Roleystone,6111,5111605,247,Armadale,
East Metropolitan,Darling Range,City of Armadale,Roleystone,6111,5111606,299,Armadale,
East Metropolitan,Darling Range,City of Armadale,Roleystone,6111,5111607,203,Armadale,
East Metropolitan,Darling Range,City of Armadale,Karragullen,6111,5111608,281,Armadale,
East Metropolitan,Darling Range,City of Armadale,Roleystone,6111,5111608,82,Armadale,
East Metropolitan,Darling Range,City of Armadale,Karragullen,6111,5111609,6,Armadale,
East Metropolitan,Darling Range,City of Armadale,Roleystone,6111,5111609,178,Armadale,
East Metropolitan,Darling Range,City of Armadale,Roleystone,6111,5111610,388,Armadale,
East Metropolitan,Darling Range,City of Armadale,Roleystone,6111,5111611,299,Armadale,
East Metropolitan,Darling Range,City of Armadale,Roleystone,6111,5111612,450,Armadale,
East Metropolitan,Darling Range,City of Armadale,Roleystone,6111,5111613,343,Armadale,
East Metropolitan,Darling Range,City of Armadale,Roleystone,6111,5111614,214,Armadale,
East Metropolitan,Darling Range,City of Armadale,Roleystone,6111,5111615,495,Armadale,
East Metropolitan,Darling Range,City of Armadale,Roleystone,6111,5111616,326,Armadale,
East Metropolitan,Darling Range,City of Armadale,Roleystone,6111,5111617,205,Armadale,
East Metropolitan,Darling Range,City of Armadale,Roleystone,6111,5111618,251,Armadale,
East Metropolitan,Armadale,City of Armadale,Seville Grove,6112,5111701,265,Armadale,
East Metropolitan,Armadale,City of Armadale,Seville Grove,6112,5111703,239,Armadale,
East Metropolitan,Armadale,City of Armadale,Seville Grove,6112,5111704,222,Armadale,
East Metropolitan,Armadale,City of Armadale,Seville Grove,6112,5111706,322,Armadale,
East Metropolitan,Armadale,City of Armadale,Seville Grove,6112,5111708,348,Armadale,
East Metropolitan,Armadale,City of Armadale,Seville Grove,6112,5111709,314,Armadale,
East Metropolitan,Armadale,City of Armadale,Seville Grove,6112,5111710,310,Armadale,
East Metropolitan,Armadale,City of Armadale,Seville Grove,6112,5111711,143,Armadale,
East Metropolitan,Armadale,City of Armadale,Seville Grove,6112,5111712,286,Armadale,
East Metropolitan,Armadale,City of Armadale,Seville Grove,6112,5111713,395,Armadale,
East Metropolitan,Armadale,City of Armadale,Seville Grove,6112,5111714,358,Armadale,
East Metropolitan,Armadale,City of Armadale,Seville Grove,6112,5111715,261,Armadale,
East Metropolitan,Armadale,City of Armadale,Seville Grove,6112,5111716,198,Armadale,
East Metropolitan,Armadale,City of Armadale,Seville Grove,6112,5111717,210,Armadale,
East Metropolitan,Armadale,City of Armadale,Seville Grove,6112,5111718,233,Armadale,
East Metropolitan,Armadale,City of Armadale,Seville Grove,6112,5111719,241,Armadale,
East Metropolitan,Armadale,City of Armadale,Seville Grove,6112,5111720,278,Armadale,
East Metropolitan,Armadale,City of Armadale,Seville Grove,6112,5111721,306,Armadale,
East Metropolitan,Armadale,City of Armadale,Seville Grove,6112,5111722,254,Armadale,
East Metropolitan,Armadale,City of Armadale,Seville Grove,6112,5111723,251,Armadale,
East Metropolitan,Armadale,City of Armadale,Seville Grove,6112,5111724,250,Armadale,
East Metropolitan,Armadale,City of Armadale,Seville Grove,6112,5111725,238,Armadale,
East Metropolitan,Armadale,City of Armadale,Seville Grove,6112,5111726,249,Armadale,
East Metropolitan,Belmont,City of Belmont,Redcliffe,6104,5111801,229,Belmont,
East Metropolitan,Belmont,City of Belmont,Redcliffe,6104,5111802,199,Belmont,
East Metropolitan,Belmont,City of Belmont,Belmont,6104,5111803,383,Belmont,
East Metropolitan,Belmont,City of Belmont,Belmont,6104,5111804,373,Belmont,
East Metropolitan,Belmont,City of Belmont,Belmont,6104,5111805,176,Belmont,
East Metropolitan,Belmont,City of Belmont,Belmont,6104,5111806,289,Belmont,
East Metropolitan,Belmont,City of Belmont,Belmont,6104,5111807,368,Belmont,
East Metropolitan,Belmont,City of Belmont,Ascot,6104,5111808,295,Belmont,
East Metropolitan,Belmont,City of Belmont,Ascot,6104,5111809,334,Belmont,
East Metropolitan,Belmont,City of Belmont,Ascot,6104,5111810,415,Belmont,
East Metropolitan,Belmont,City of Belmont,Redcliffe,6104,5111810,27,Belmont,
East Metropolitan,Belmont,City of Belmont,Ascot,6104,5111811,750,Belmont,
East Metropolitan,Belmont,City of Belmont,Redcliffe,6104,5111812,287,Belmont,
East Metropolitan,Belmont,City of Belmont,Redcliffe,6104,5111813,298,Belmont,
East Metropolitan,Belmont,City of Belmont,Redcliffe,6104,5111814,356,Belmont,
East Metropolitan,Belmont,City of Belmont,Redcliffe,6104,5111815,383,Belmont,
East Metropolitan,Belmont,City of Belmont,Redcliffe,6104,5111816,287,Belmont,
East Metropolitan,Belmont,City of Belmont,Redcliffe,6104,5111817,439,Belmont,
East Metropolitan,Belmont,City of Belmont,Redcliffe,6104,5111818,479,Belmont,
East Metropolitan,Belmont,City of Belmont,Belmont,6104,5111819,283,Belmont,
East Metropolitan,Belmont,City of Belmont,Belmont,6104,5111820,499,Belmont,
East Metropolitan,Belmont,City of Belmont,Belmont,6104,5111821,316,Belmont,
East Metropolitan,Belmont,City of Belmont,Belmont,6104,5111822,287,Belmont,
East Metropolitan,Belmont,City of Belmont,Belmont,6104,5111823,329,Belmont,
East Metropolitan,Belmont,City of Belmont,Belmont,6104,5111824,325,Belmont,
East Metropolitan,Belmont,City of Belmont,Belmont,6104,5111825,462,Belmont,
South Metropolitan,Victoria Park,Town of Victoria Park,East Victoria Park,6101,5111901,220,Victoria Park,
South Metropolitan,Victoria Park,Town of Victoria Park,East Victoria Park,6101,5111902,228,Victoria Park,
South Metropolitan,Victoria Park,Town of Victoria Park,Carlisle,6101,5111903,206,Victoria Park,
South Metropolitan,Victoria Park,Town of Victoria Park,East Victoria Park,6101,5111904,339,Victoria Park,
South Metropolitan,Victoria Park,Town of Victoria Park,Carlisle,6101,5111905,2,Victoria Park,
South Metropolitan,Victoria Park,Town of Victoria Park,East Victoria Park,6101,5111906,1,Victoria Park,
South Metropolitan,Victoria Park,Town of Victoria Park,Carlisle,6101,5111907,175,Victoria Park,
South Metropolitan,Victoria Park,Town of Victoria Park,East Victoria Park,6101,5111908,336,Victoria Park,
South Metropolitan,Victoria Park,Town of Victoria Park,East Victoria Park,6101,5111909,403,Victoria Park,
South Metropolitan,Victoria Park,Town of Victoria Park,East Victoria Park,6101,5111910,282,Victoria Park,
South Metropolitan,Victoria Park,Town of Victoria Park,East Victoria Park,6101,5111911,385,Victoria Park,
South Metropolitan,Victoria Park,Town of Victoria Park,East Victoria Park,6101,5111912,241,Victoria Park,
South Metropolitan,Victoria Park,Town of Victoria Park,East Victoria Park,6101,5111913,214,Victoria Park,
South Metropolitan,Victoria Park,Town of Victoria Park,East Victoria Park,6101,5111914,249,Victoria Park,
South Metropolitan,Victoria Park,Town of Victoria Park,East Victoria Park,6101,5111915,209,Victoria Park,
South Metropolitan,Victoria Park,Town of Victoria Park,East Victoria Park,6101,5111916,276,Victoria Park,
South Metropolitan,Victoria Park,Town of Victoria Park,East Victoria Park,6101,5111917,272,Victoria Park,
South Metropolitan,Victoria Park,Town of Victoria Park,East Victoria Park,6101,5111918,370,Victoria Park,
South Metropolitan,Victoria Park,Town of Victoria Park,Carlisle,6101,5111919,287,Victoria Park,
South Metropolitan,Victoria Park,Town of Victoria Park,Carlisle,6101,5111920,256,Victoria Park,
South Metropolitan,Victoria Park,Town of Victoria Park,Carlisle,6101,5111921,183,Victoria Park,
South Metropolitan,Victoria Park,Town of Victoria Park,Carlisle,6101,5111922,275,Victoria Park,
South Metropolitan,Victoria Park,Town of Victoria Park,Carlisle,6101,5111923,293,Victoria Park,
South Metropolitan,Victoria Park,Town of Victoria Park,Carlisle,6101,5111924,269,Victoria Park,
South Metropolitan,Victoria Park,Town of Victoria Park,Carlisle,6101,5111925,232,Victoria Park,
South Metropolitan,Victoria Park,Town of Victoria Park,Carlisle,6101,5111926,339,Victoria Park,
South Metropolitan,Victoria Park,Town of Victoria Park,Carlisle,6101,5111927,244,Victoria Park,
South Metropolitan,Victoria Park,Town of Victoria Park,Carlisle,6101,5111928,265,Victoria Park,
South Metropolitan,Victoria Park,Town of Victoria Park,Carlisle,6101,5111929,231,Victoria Park,
South Metropolitan,Victoria Park,Town of Victoria Park,Carlisle,6101,5111930,341,Victoria Park,
South Metropolitan,Victoria Park,Town of Victoria Park,Carlisle,6101,5111931,260,Victoria Park,
South Metropolitan,Victoria Park,Town of Victoria Park,East Victoria Park,6101,5111932,293,Victoria Park,
South Metropolitan,Victoria Park,Town of Victoria Park,East Victoria Park,6101,5111933,333,Victoria Park,
South Metropolitan,Victoria Park,Town of Victoria Park,East Victoria Park,6101,5111934,249,Victoria Park,
South Metropolitan,Victoria Park,Town of Victoria Park,East Victoria Park,6101,5111935,451,Victoria Park,
South Metropolitan,Victoria Park,Town of Victoria Park,East Victoria Park,6101,5111936,226,Victoria Park,
South Metropolitan,Victoria Park,Town of Victoria Park,East Victoria Park,6101,5111937,214,Victoria Park,
South Metropolitan,Victoria Park,Town of Victoria Park,East Victoria Park,6101,5111938,395,Victoria Park,
South Metropolitan,Victoria Park,Town of Victoria Park,East Victoria Park,6101,5111939,115,Victoria Park,
South Metropolitan,Victoria Park,Town of Victoria Park,Carlisle,6101,5111940,207,Victoria Park,
East Metropolitan,Belmont,City of Belmont,Kewdale,6105,5112001,4,Belmont,
East Metropolitan,Belmont,City of Belmont,Rivervale,6103,5112201,197,Belmont,
East Metropolitan,Belmont,City of Belmont,Cloverdale,6105,5112202,294,Belmont,
East Metropolitan,Belmont,City of Belmont,Kewdale,6105,5112202,15,Belmont,
East Metropolitan,Belmont,City of Belmont,Cloverdale,6105,5112203,295,Belmont,
East Metropolitan,Belmont,City of Belmont,Kewdale,6105,5112204,288,Belmont,
East Metropolitan,Belmont,City of Belmont,Kewdale,6105,5112205,256,Belmont,
East Metropolitan,Belmont,City of Belmont,Kewdale,6105,5112207,238,Belmont,
East Metropolitan,Belmont,City of Belmont,Kewdale,6105,5112209,233,Belmont,
East Metropolitan,Belmont,City of Belmont,Kewdale,6105,5112210,268,Belmont,
East Metropolitan,Belmont,City of Belmont,Kewdale,6105,5112211,310,Belmont,
East Metropolitan,Belmont,City of Belmont,Kewdale,6105,5112212,275,Belmont,
East Metropolitan,Belmont,City of Belmont,Rivervale,6103,5112214,214,Belmont,
East Metropolitan,Belmont,City of Belmont,Rivervale,6103,5112215,348,Belmont,
East Metropolitan,Belmont,City of Belmont,Rivervale,6103,5112216,224,Belmont,
East Metropolitan,Belmont,City of Belmont,Rivervale,6103,5112217,275,Belmont,
East Metropolitan,Belmont,City of Belmont,Rivervale,6103,5112218,266,Belmont,
East Metropolitan,Belmont,City of Belmont,Rivervale,6103,5112219,319,Belmont,
East Metropolitan,Belmont,City of Belmont,Rivervale,6103,5112220,206,Belmont,
East Metropolitan,Belmont,City of Belmont,Rivervale,6103,5112222,914,Belmont,
East Metropolitan,Belmont,City of Belmont,Rivervale,6103,5112223,151,Belmont,
East Metropolitan,Belmont,City of Belmont,Rivervale,6103,5112224,241,Belmont,
East Metropolitan,Belmont,City of Belmont,Rivervale,6103,5112225,397,Belmont,
East Metropolitan,Belmont,City of Belmont,Rivervale,6103,5112226,270,Belmont,
East Metropolitan,Belmont,City of Belmont,Rivervale,6103,5112227,373,Belmont,
East Metropolitan,Belmont,City of Belmont,Cloverdale,6105,5112228,346,Belmont,
East Metropolitan,Belmont,City of Belmont,Cloverdale,6105,5112229,237,Belmont,
East Metropolitan,Belmont,City of Belmont,Cloverdale,6105,5112230,353,Belmont,
East Metropolitan,Belmont,City of Belmont,Rivervale,6103,5112231,290,Belmont,
East Metropolitan,Belmont,City of Belmont,Rivervale,6103,5112232,285,Belmont,
East Metropolitan,Belmont,City of Belmont,Kewdale,6105,5112233,401,Belmont,
East Metropolitan,Belmont,City of Belmont,Kewdale,6105,5112234,375,Belmont,
East Metropolitan,Belmont,City of Belmont,Rivervale,6103,5112235,202,Belmont,
East Metropolitan,Belmont,City of Belmont,Cloverdale,6105,5112236,339,Belmont,
East Metropolitan,Belmont,City of Belmont,Kewdale,6105,5112237,329,Belmont,
East Metropolitan,Belmont,City of Belmont,Cloverdale,6105,5112238,260,Belmont,
East Metropolitan,Belmont,City of Belmont,Cloverdale,6105,5112241,241,Belmont,
East Metropolitan,Belmont,City of Belmont,Cloverdale,6105,5112242,266,Belmont,
East Metropolitan,Belmont,City of Belmont,Cloverdale,6105,5112243,286,Belmont,
East Metropolitan,Belmont,City of Belmont,Cloverdale,6105,5112244,232,Belmont,
East Metropolitan,Belmont,City of Belmont,Cloverdale,6105,5112245,288,Belmont,
East Metropolitan,Belmont,City of Belmont,Cloverdale,6105,5112246,384,Belmont,
East Metropolitan,Belmont,City of Belmont,Cloverdale,6105,5112247,212,Belmont,
East Metropolitan,Belmont,City of Belmont,Kewdale,6105,5112248,284,Belmont,
East Metropolitan,Belmont,City of Belmont,Rivervale,6103,5112249,33,Belmont,
East Metropolitan,Belmont,City of Belmont,Cloverdale,6105,5112250,134,Belmont,
East Metropolitan,Belmont,City of Belmont,Rivervale,6103,5112251,226,Belmont,
East Metropolitan,Belmont,City of Belmont,Kewdale,6105,5112252,275,Belmont,
East Metropolitan,Belmont,City of Belmont,Cloverdale,6105,5112253,136,Belmont,
East Metropolitan,Belmont,City of Belmont,Kewdale,6105,5112254,184,Belmont,
East Metropolitan,Belmont,City of Belmont,Rivervale,6103,5112255,135,Belmont,
East Metropolitan,Belmont,City of Belmont,Rivervale,6103,5112256,295,Belmont,
East Metropolitan,Belmont,City of Belmont,Kewdale,6105,5112257,199,Belmont,
East Metropolitan,Belmont,City of Belmont,Cloverdale,6105,5112258,326,Belmont,
East Metropolitan,Belmont,City of Belmont,Cloverdale,6105,5112259,273,Belmont,
East Metropolitan,Belmont,City of Belmont,Rivervale,6103,5112260,257,Belmont,
East Metropolitan,Belmont,City of Belmont,Kewdale,6105,5112261,263,Belmont,
South Metropolitan,Victoria Park,Town of Victoria Park,Victoria Park,6100,5112301,188,Victoria Park,
South Metropolitan,Victoria Park,Town of Victoria Park,Victoria Park,6100,5112302,214,Victoria Park,
South Metropolitan,Victoria Park,Town of Victoria Park,Lathlain,6100,5112303,367,Victoria Park,
South Metropolitan,South Perth,Town of Victoria Park,Victoria Park,6100,5112304,51,Victoria Park,
South Metropolitan,Victoria Park,Town of Victoria Park,Victoria Park,6100,5112304,231,Victoria Park,
South Metropolitan,Victoria Park,Town of Victoria Park,Victoria Park,6100,5112305,199,Victoria Park,
South Metropolitan,Victoria Park,Town of Victoria Park,Victoria Park,6100,5112306,220,Victoria Park,
South Metropolitan,Victoria Park,Town of Victoria Park,Victoria Park,6100,5112307,331,Victoria Park,
South Metropolitan,Victoria Park,Town of Victoria Park,Burswood,6100,5112308,474,Victoria Park,
South Metropolitan,Victoria Park,Town of Victoria Park,Burswood,6100,5112309,208,Victoria Park,
South Metropolitan,Victoria Park,Town of Victoria Park,Lathlain,6100,5112311,388,Victoria Park,
South Metropolitan,Victoria Park,Town of Victoria Park,Lathlain,6100,5112312,317,Victoria Park,
South Metropolitan,Victoria Park,Town of Victoria Park,Lathlain,6100,5112313,216,Victoria Park,
South Metropolitan,Victoria Park,Town of Victoria Park,Lathlain,6100,5112314,348,Victoria Park,
South Metropolitan,Victoria Park,Town of Victoria Park,Lathlain,6100,5112315,352,Victoria Park,
South Metropolitan,Victoria Park,Town of Victoria Park,Lathlain,6100,5112316,364,Victoria Park,
South Metropolitan,Victoria Park,Town of Victoria Park,Victoria Park,6100,5112317,248,Victoria Park,
South Metropolitan,Victoria Park,Town of Victoria Park,Victoria Park,6100,5112318,492,Victoria Park,
South Metropolitan,Victoria Park,Town of Victoria Park,Victoria Park,6100,5112319,193,Victoria Park,
South Metropolitan,Victoria Park,Town of Victoria Park,Burswood,6100,5112320,17,Victoria Park,
South Metropolitan,Victoria Park,Town of Victoria Park,Victoria Park,6100,5112320,284,Victoria Park,
South Metropolitan,South Perth,Town of Victoria Park,Victoria Park,6100,5112321,50,Victoria Park,
South Metropolitan,Victoria Park,Town of Victoria Park,Victoria Park,6100,5112321,172,Victoria Park,
South Metropolitan,South Perth,Town of Victoria Park,Victoria Park,6100,5112322,34,Victoria Park,
South Metropolitan,Victoria Park,Town of Victoria Park,Victoria Park,6100,5112322,219,Victoria Park,
South Metropolitan,Victoria Park,Town of Victoria Park,Victoria Park,6100,5112323,299,Victoria Park,
South Metropolitan,Victoria Park,Town of Victoria Park,Victoria Park,6100,5112324,194,Victoria Park,
South Metropolitan,Victoria Park,Town of Victoria Park,Victoria Park,6100,5112325,405,Victoria Park,
South Metropolitan,Victoria Park,Town of Victoria Park,Victoria Park,6100,5112326,271,Victoria Park,
South Metropolitan,Victoria Park,Town of Victoria Park,Victoria Park,6100,5112327,215,Victoria Park,
South Metropolitan,South Perth,Town of Victoria Park,Victoria Park,6100,5112328,35,Victoria Park,
South Metropolitan,Victoria Park,Town of Victoria Park,Victoria Park,6100,5112328,178,Victoria Park,
South Metropolitan,Victoria Park,Town of Victoria Park,Victoria Park,6100,5112329,113,Victoria Park,
South Metropolitan,South Perth,Town of Victoria Park,Victoria Park,6100,5112330,12,Victoria Park,
South Metropolitan,Victoria Park,Town of Victoria Park,Victoria Park,6100,5112330,112,Victoria Park,
South Metropolitan,South Perth,Town of Victoria Park,Victoria Park,6100,5112332,30,Victoria Park,
South Metropolitan,Victoria Park,Town of Victoria Park,Victoria Park,6100,5112332,338,Victoria Park,
East Metropolitan,Belmont,Town of Victoria Park,Burswood,6100,5112333,353,Victoria Park,
East Metropolitan,Belmont,Town of Victoria Park,Burswood,6100,5112334,96,Victoria Park,
East Metropolitan,Belmont,Town of Victoria Park,Burswood,6100,5112336,406,Victoria Park,
South Metropolitan,Victoria Park,City of Canning,Wilson,6107,5112401,195,Canning,
South Metropolitan,Victoria Park,City of Canning,Bentley,6102,5112402,30,Canning,
South Metropolitan,Cannington,City of Canning,Bentley,6102,5112403,244,Canning,
South Metropolitan,Victoria Park,City of Canning,Bentley,6102,5112404,313,Canning,
South Metropolitan,Victoria Park,City of Canning,St James,6102,5112405,261,Canning,
South Metropolitan,Victoria Park,City of Canning,Bentley,6102,5112406,233,Canning,
South Metropolitan,Victoria Park,City of Canning,Bentley,6102,5112407,140,Canning,
South Metropolitan,Victoria Park,City of Canning,Bentley,6102,5112408,165,Canning,
South Metropolitan,Victoria Park,City of Canning,Bentley,6102,5112410,211,Canning,
South Metropolitan,Victoria Park,City of Canning,Bentley,6102,5112411,288,Canning,
South Metropolitan,Victoria Park,Town of Victoria Park,Bentley,6102,5112412,54,Victoria Park,
South Metropolitan,Victoria Park,City of Canning,Wilson,6107,5112413,249,Canning,
South Metropolitan,Victoria Park,City of Canning,Wilson,6107,5112414,201,Canning,
South Metropolitan,Victoria Park,City of Canning,Wilson,6107,5112415,374,Canning,
South Metropolitan,Victoria Park,City of Canning,Wilson,6107,5112416,408,Canning,
South Metropolitan,Victoria Park,Town of Victoria Park,Bentley,6102,5112417,370,Victoria Park,
South Metropolitan,Victoria Park,Town of Victoria Park,St James,6102,5112418,412,Victoria Park,
South Metropolitan,Victoria Park,Town of Victoria Park,St James,6102,5112419,309,Victoria Park,
South Metropolitan,Victoria Park,Town of Victoria Park,East Victoria Park,6101,5112421,47,Victoria Park,
South Metropolitan,Victoria Park,Town of Victoria Park,St James,6102,5112421,168,Victoria Park,
South Metropolitan,Victoria Park,Town of Victoria Park,St James,6102,5112422,250,Victoria Park,
South Metropolitan,Victoria Park,City of Canning,St James,6102,5112423,363,Canning,
South Metropolitan,Victoria Park,City of Canning,Wilson,6107,5112424,233,Canning,
South Metropolitan,Victoria Park,City of Canning,Bentley,6102,5112426,141,Canning,
South Metropolitan,Victoria Park,City of Canning,Bentley,6102,5112427,91,Canning,
South Metropolitan,Victoria Park,City of Canning,Bentley,6102,5112429,116,Canning,
South Metropolitan,Victoria Park,City of Canning,St James,6102,5112430,358,Canning,
South Metropolitan,Victoria Park,City of Canning,St James,6102,5112431,224,Canning,
South Metropolitan,Victoria Park,City of Canning,Bentley,6102,5112432,136,Canning,
South Metropolitan,Victoria Park,City of Canning,Bentley,6102,5112433,198,Canning,
South Metropolitan,Victoria Park,City of Canning,Wilson,6107,5112434,413,Canning,
South Metropolitan,Victoria Park,City of Canning,Wilson,6107,5112435,213,Canning,
South Metropolitan,Victoria Park,City of Canning,Wilson,6107,5112436,224,Canning,
South Metropolitan,Victoria Park,City of Canning,Bentley,6102,5112437,272,Canning,
South Metropolitan,Victoria Park,City of Canning,Wilson,6107,5112438,361,Canning,
South Metropolitan,Victoria Park,City of Canning,Wilson,6107,5112439,185,Canning,
